GID;"COD_CIRCUITO";"MUNICIPIO";"VERTICES"
1812;"E_DU_RM_CL_109      ";"E ";"POLYGON ((583762.295080939 6139548.30781508, 583694.784950307 6139533.08562969, 583592.139795258 6139518.92360514, 583358.598794395 6139525.65352718, 583171.565559829 6139516.65074074, 582643.399052938 6139344.01052168, 582295.704740237 6139248.12379632, 582209.086120669 6139221.54176267, 582254.1503752611 6139146.34685045, 582365.430697298 6138968.147956375, 582466.9363964534 6138813.257778403, 582491.7489006914 6138774.911180944, 582442.923370851 6138737.38758239, 582539.827923496 6138453.80932665, 582656.9448638365 6138084.273599862, 582758.068884698 6138138.76325686, 582906.1596534193 6138183.459419128, 583003.46570084 6138211.2530031325, 583089.5283949181 6138236.803053019, 583181.420949092 6138204.76943292, 583281.2320792124 6138185.959901966, 583337.681365238 6138179.0270009, 583382.0848870369 6138181.7924305685, 583513.7769832043 6138185.126407687, 583422.149503373 6138340.28461501, 583423.455812546 6138483.57694985, 583551.684195563 6138481.10431358, 583555.037953467 6138920.11973693, 583560.410292525 6138997.76084572, 583585.178271187 6139067.71786017, 583672.858371272 6139066.91673199, 583715.93390726 6139161.79495434, 583813.198498426 6139242.82337886, 583831.907843582 6139284.99591162, 583789.396380059 6139430.65863203, 583762.295080939 6139548.30781508))"
1813;"E_DU_RM_CL_108      ";"E ";"POLYGON ((581352.4001502418 6138978.094576172, 581390.3213523431 6138820.431012249, 581448.0536374961 6138582.681179722, 581487.2726160178 6138438.959457189, 581531.191302981 6138282.93426706, 581498.3878152748 6138140.117716592, 581646.749797033 6138129.282290958, 581705.9278908805 6138118.446865324, 581705.9278908805 6138135.950245194, 581893.4641037771 6138090.941554098, 581968.226628334 6138054.80521947, 582056.8289825672 6138000.924171908, 582127.25781211 6137965.2999287, 582171.655092152 6137949.54812068, 582228.942004205 6137965.2999287, 582271.0370124092 6137983.420792038, 582302.7097950317 6138000.090677628, 582331.0486005361 6138013.426586102, 582363.26085233 6138029.92072876, 582434.398196396 6138041.38863277, 582465.2411795422 6138036.764425929, 582509.124052466 6138035.01346476, 582558.997140512 6138031.36476076, 582574.428930162 6138037.597920208, 582619.148244568 6138057.14044078, 582656.9448638365 6138084.273599862, 582605.251307614 6138242.03654593, 582570.613179987 6138350.96269886, 582502.323847344 6138553.23364946, 582442.923370851 6138737.38758239, 582491.7489006914 6138774.911180944, 582315.0537947543 6139050.104409768, 582192.500345939 6139249.64455932, 582080.282378796 6139249.98413384, 581884.151581299 6139258.05541616, 581765.932040742 6139244.41577616, 581652.365522301 6139227.98771572, 581320.046777693 6139127.2750704205, 581352.4001502418 6138978.094576172))"
1847;"D_DU_RM_CL_102      ";"D ";"POLYGON ((577522.1617974151 6140936.196093389, 577949.808787051 6140305.300300825, 577956.3295174259 6140310.900891174, 578066.7576521718 6140150.648980592, 578219.4340178894 6140252.044734924, 578535.1693128132 6140468.026758576, 578311.3514390575 6140803.480328591, 578008.2484541127 6141256.715938913, 577522.1617974151 6140936.196093389))"
1848;"D_DU_RM_CL_105      ";"D ";"POLYGON ((577036.209613049 6140799.76512611, 577150.9985894024 6140914.617364361, 577482.1895303051 6140910.853830941, 577522.1617974151 6140936.196093389, 578008.2484541127 6141256.715938913, 577635.5424039931 6141819.4295430025, 577409.4876332311 6141654.745037839, 577285.6284941373 6141594.079337059, 577313.4336069952 6141520.774948616, 577158.2344356419 6141363.236091263, 577154.7603688709 6141358.494537302, 577147.5444100922 6141352.384909549, 576812.130875875 6141012.221525304, 577036.209613049 6140799.76512611))"
1849;"D_DU_RM_CL_104      ";"D ";"POLYGON ((577764.5441598629 6141666.900787236, 577744.7126255605 6141656.083370593, 578008.2484541127 6141256.715938913, 578311.3514390575 6140803.480328591, 578630.6277142165 6141018.788468753, 578630.7805393885 6141028.477259126, 578666.4239949643 6141053.180644178, 578674.5225099898 6141047.968043008, 578693.511847032 6141088.320384223, 578665.7181839629 6141147.406412878, 578728.7437264278 6141460.926874934, 578729.8680156615 6141471.150403939, 577764.5441598629 6141666.900787236))"
1967;"G_DU_RM_CL_106      ";"G ";"POLYGON ((572290.6616261277 6143329.961297236, 572371.0179231346 6143272.7971020285, 572589.7942644041 6143568.550304116, 572492.560334951 6143633.372923751, 572824.096541191 6143821.271405472, 572310.7172740441 6144201.5723799765, 571872.31809056 6144520.5294068, 571168.7324131937 6145014.648289903, 571159.7323759669 6144590.361197286, 571150.1745345545 6144084.211035323, 571083.7823911854 6143807.64325905, 572133.0543390524 6143097.491583552, 572290.6616261277 6143329.961297236))"
2026;"D_DU_RM_CL_120      ";"D ";"POLYGON ((575528.5536206368 6146450.073169168, 575696.8960721362 6146466.748600684, 575992.4014516334 6146500.963727991, 575993.2465868877 6146513.397163427, 576597.1695986443 6146623.364080645, 577109.6136124465 6146713.965298071, 576940.5203139703 6147297.628515816, 577365.4705125014 6147352.12877236, 578176.9428007473 6147474.6473671, 578301.57852257 6147503.5484040445, 578443.3742350783 6147565.866264956, 578569.8162717101 6147663.407264643, 578649.2941233071 6147745.594588454, 578706.1930397914 6147819.653495624, 578895.889764771 6147848.6777052535, 578966.1993314603 6148237.30509784, 577701.9535163236 6148050.436647062, 576804.5235490093 6147914.322590322, 576654.5673848052 6148414.945476975, 576513.8392922443 6148878.656077054, 576483.8480594035 6148991.699954686, 576146.6449554041 6148925.118158747, 576171.9333627304 6148755.3245667, 576482.6195098826 6148813.126640588, 576590.998398424 6148448.251049166, 576157.4828442583 6148368.773197568, 576301.9880289802 6147816.040866007, 576399.5290286675 6147826.878754861, 575481.7455211764 6146782.5375993475, 575302.5418792216 6146873.975523214, 575296.2991293994 6146631.609941881, 575374.1498918879 6146627.937736103, 575207.9506310989 6146423.827598179, 575337.1831922813 6146434.191805819, 575528.5536206368 6146450.073169168))"
2027;"D_DU_RM_CL_119      ";"D ";"POLYGON ((577109.6136124465 6146713.965298071, 577213.2738501331 6146725.0267213555, 577402.9369050806 6146757.540387918, 577793.3434236968 6146817.947200612, 578118.0074680614 6146862.278837193, 578188.4165379236 6146840.113018902, 578726.386448436 6146915.105593743, 578802.0110049547 6147337.560012918, 578895.889764771 6147848.6777052535, 578706.1930397914 6147819.653495624, 578649.2941233071 6147745.594588454, 578569.8162717101 6147663.407264643, 578443.3742350783 6147565.866264956, 578301.57852257 6147503.5484040445, 578176.9428007473 6147474.6473671, 577837.3556166509 6147423.167395043, 577357.3212011153 6147350.598729559, 576940.5203139703 6147297.628515816, 577109.6136124465 6146713.965298071))"
2028;"D_DU_RM_CL_117      ";"D ";"POLYGON ((576615.0260107684 6145921.821430154, 576812.1103477217 6145950.1894700155, 576751.0292690893 6146313.730923653, 577191.0651762821 6146382.037151077, 577175.6845150149 6146478.117266118, 577109.6136124465 6146713.965298071, 576489.003715476 6146605.049741821, 575993.2465868877 6146513.397163427, 575992.4014516334 6146500.963727991, 575696.8960721362 6146466.748600684, 575528.5536206368 6146450.073169168, 575207.9506310989 6146423.827598179, 574665.2358082787 6145788.73004604, 574714.4738537434 6145732.45799408, 574728.5418667333 6145658.600925883, 574763.7118992081 6145609.362880419, 574795.3649284355 6145517.920795985, 574765.5446269914 6145480.017372455, 575040.689561396 6145460.562680124, 575149.8658900369 6145470.253543574, 575197.1211691238 6145474.458888932, 575205.0618598714 6145480.8114415305, 575522.8017715769 6145505.69873315, 575527.208815698 6145462.3751740465, 576075.5087414604 6145506.562256452, 576080.6422732511 6145423.130283444, 576320.292163862 6145449.981811803, 576584.3892433738 6145523.880778217, 576579.1195776556 6145542.300923141, 576542.9587994221 6145913.44561402, 576615.0260107684 6145921.821430154))"
1528;"A_DU_RM_CL_103      ";"A ";"POLYGON ((568704.621289247 6138362.1305405, 568789.431602098 6138372.54584208, 568773.3267274484 6138479.345431395, 568877.7110461754 6138497.916874603, 568831.092808413 6138799.57320679, 569015.592436373 6138833.79491198, 568970.211479496 6139125.79533123, 568980.254806018 6139125.42335617, 568937.105699477 6139186.79924047, 568950.868776563 6139327.77778684, 568990.670107596 6139331.4975374, 569012.988610978 6139438.9983287, 569007.780960188 6139482.51941029, 569031.215388741 6139524.55259166, 569027.867613233 6139563.60997258, 569049.814141558 6139575.14119933, 569072.132644941 6139638.37695891, 569074.36449528 6139656.23176161, 569083.663871689 6139663.29928769, 569076.224370562 6139693.0572922, 568946.777050944 6139813.2052354, 568925.202497674 6139925.72768996, 568825.699170096 6139911.77862534, 568734.379293755 6140098.13812858, 568816.957756271 6140113.38910589, 568788.31567693 6140253.9956772, 568805.798504581 6140276.68615564, 568817.701706385 6140199.31534392, 568875.357840121 6140204.89496976, 568888.376967094 6140237.25679967, 568911.439420589 6140256.97147765, 568945.661125776 6140263.66702867, 568964.63185365 6140304.95625993, 568941.569400156 6140300.86453431, 568940.825450042 6140342.52574062, 568956.448402409 6140342.89771568, 568974.675180172 6140322.06711252, 568988.066282201 6140338.06203994, 569069.900794603 6140316.85946173, 569095.939048549 6140339.54994017, 569111.933975973 6140330.99451387, 569133.880504298 6140336.94611477, 569163.638508808 6140371.91177007, 569194.512438487 6140373.3996703, 569245.101046153 6140386.41879727, 569298.66545427 6140497.26736407, 569669.3552519365 6140486.360546299, 569945.2455329307 6140780.09797275, 569505.1560485956 6141230.948489837, 569315.7323334169 6141424.000004577, 569094.3885849703 6141209.8102959795, 569280.4073594998 6141018.507931375, 569028.9356842309 6140755.330511995, 568805.7192533744 6140721.020572351, 568768.5837892897 6140939.796893371, 568293.588851957 6140869.24242044, 568323.904819052 6140638.80387301, 568699.041663402 6138360.64264028, 568704.621289247 6138362.1305405))"
1546;"A_DU_RM_CL_104      ";"A ";"POLYGON ((569505.1560485956 6141230.948489837, 569945.2455329307 6140780.09797275, 570081.370504893 6140917.68316345, 570115.7310600985 6140885.751891156, 570442.085769234 6140984.90741951, 570578.235401364 6141084.1420116, 570721.847881493 6141204.34527572, 570823.984457584 6141249.51605976, 570976.192169734 6141265.36444377, 571169.175273913 6141228.00121174, 571223.203081964 6141229.88367574, 571224.335081963 6141229.92303574, 571188.506089924 6141275.69954778, 571264.5671711274 6141346.923631687, 570469.613737485 6142172.64780049, 569505.1560485956 6141230.948489837))"
1646;"A_DU_RM_CL_110      ";"A ";"POLYGON ((569322.0254225102 6144326.034671951, 568776.325421447 6143599.65140686, 569281.026718576 6143262.85465085, 569167.462808852 6143086.8424292365, 568992.7446177857 6143203.633297616, 569044.59151485 6143281.641473015, 568960.8754241774 6143339.671944958, 568791.4236358164 6143093.2548305355, 568996.9164633097 6142952.277193069, 569083.8315876604 6142892.23428225, 569152.0478205985 6142984.669296113, 569382.5298857326 6142823.210756614, 569564.348424412 6143079.13708546, 569640.0441164928 6143035.562120339, 569802.9958439881 6143347.010180148, 569956.995326455 6143463.17097684, 570052.6799425696 6143611.14967391, 570046.239507372 6143625.80172292, 570147.2970746636 6143760.960133059, 569322.0254225102 6144326.034671951))"
1850;"D_DU_RM_CL_106      ";"D ";"POLYGON ((577635.5424039931 6141819.4295430025, 577744.7126255605 6141656.083370593, 577764.5441598629 6141666.900787236, 578729.8680156615 6141471.150403939, 578728.7437264278 6141460.926874934, 579128.163743744 6141386.397696254, 579146.3437932756 6141486.761566346, 579045.2900839959 6141506.532944248, 578966.2045723856 6141563.650258189, 578785.6326875046 6141742.158464386, 578581.761113169 6141943.700077872, 578520.1970856548 6142009.781309891, 578298.9631079918 6142250.932793779, 578280.7968050966 6142310.568978953, 577952.0195720674 6142060.673435367, 577889.9182114511 6142154.0232994, 577738.4643468176 6142048.813450708, 577796.5789197716 6141964.921993552, 577796.5789197716 6141964.921993552, 577635.5424039931 6141819.4295430025))"
2006;"D_DU_RM_CL_111      ";"D ";"POLYGON ((575314.3152370381 6142422.092887682, 575955.8172760011 6141824.504017711, 576426.0496311153 6142525.084135317, 576740.2515301495 6142976.267830682, 576832.4272338804 6143117.84095507, 576697.8454027688 6143151.633689559, 576133.1287593626 6143307.573158647, 575852.8300155532 6143381.3256622655, 575829.304278125 6143298.467054166, 575809.109353426 6143223.814576793, 575775.020105877 6143098.700725311, 575728.034478125 6143005.909854166, 575668.0227447917 6142900.889320833, 575589.2573447918 6142758.361454166, 575560.4182604305 6142710.845947687, 575523.642845732 6142650.25447975, 575485.222391161 6142607.898761653, 575314.3152370381 6142422.092887682))"
2008;"D_DU_RM_CL_113      ";"D ";"POLYGON ((576838.2515447917 6143125.933320833, 577196.5780019093 6143654.251002713, 577350.1533663776 6143874.354966366, 577063.5283243888 6144126.586478873, 576516.9914700716 6144593.734305195, 576405.5575340396 6144920.508078063, 576056.9549701777 6144877.856787522, 575853.2990061432 6144852.881845133, 575889.3160114584 6144577.467120833, 575585.5066114584 6143988.601987499, 575928.6824595223 6143891.362742699, 575881.8145447917 6143482.252987499, 575852.8300155532 6143381.3256622655, 576133.1287593626 6143307.573158647, 576487.3761570673 6143209.8903214075, 576697.8454027688 6143151.633689559, 576832.4272338804 6143117.84095507, 576838.2515447917 6143125.933320833))"
2029;"D_DU_RM_CL_118      ";"D ";"POLYGON ((577109.6136124465 6146713.965298071, 577133.5843616546 6146622.366450994, 577175.6845150149 6146478.117266118, 577191.0651762821 6146382.037151077, 576751.0292690893 6146313.730923653, 576812.1103477217 6145950.1894700155, 576819.5291472294 6145951.195877011, 577297.169316862 6145629.325213614, 577885.9183118489 6145705.744671117, 578551.0357571045 6145790.656818756, 578570.4509355093 6146022.585485498, 578582.1857804863 6146113.856501987, 578636.9483903792 6146432.001188032, 578681.280026959 6146669.305830902, 578726.386448436 6146915.105593743, 578474.0815868318 6146879.466637528, 578188.4165379236 6146840.113018902, 578118.0074680614 6146862.278837193, 577793.3434236968 6146817.947200612, 577402.9369050806 6146757.540387918, 577213.2738501331 6146725.0267213555, 577109.6136124465 6146713.965298071))"
2030;"D_DU_RM_CL_115      ";"D ";"POLYGON ((574883.8497960676 6144741.173120719, 575853.4826454255 6144852.881845133, 575853.4826454255 6144852.881845133, 576405.5575340396 6144920.508078063, 576865.4554384751 6144975.817101299, 576828.9695937686 6145266.679963137, 576969.9574151859 6145282.246999882, 576937.7619528295 6145564.930235295, 576584.3892433738 6145523.880778217, 576320.292163862 6145449.981811803, 576195.4325569891 6145433.535250683, 576080.6422732511 6145423.130283444, 576075.5087414604 6145506.562256452, 575527.208815698 6145462.3751740465, 575522.8017715769 6145505.69873315, 575205.0618598714 6145480.8114415305, 575197.1211691238 6145474.458888932, 575040.689561396 6145460.562680124, 574765.5446269914 6145480.017372455, 574754.8480604875 6145469.449169867, 574748.8064666066 6145446.289726657, 574752.498551756 6145412.725316207, 574752.498551756 6145388.5589406835, 574743.7718050391 6145357.008394861, 574712.556903321 6145271.419148214, 574687.7192395881 6145203.95468321, 574666.4434243789 6145123.260539309, 574858.5859516435 6144788.025836007, 574883.8497960676 6144741.173120719))"
1566;"A_DU_RM_CL_106      ";"A ";"POLYGON ((571963.1468490929 6141992.973392461, 571837.6208132085 6142085.7535059415, 571677.984441486 6142233.792363479, 571596.078364137 6142143.47778733, 571428.393741044 6142272.94599077, 571335.3421235941 6142334.406743259, 571143.23646617 6142468.13234108, 571151.986989845 6142590.72810137, 571132.350072203 6142673.17466824, 571053.4329459616 6142736.878033426, 570469.978934042 6142172.59207278, 571264.5671711274 6141346.923631687, 571407.8305816477 6141483.36497504, 571522.994433584 6141364.38059659, 571605.057141841 6141487.94114778, 571643.128177596 6141569.92801707, 571614.213844077 6141661.75474578, 571616.210275751 6141717.63149823, 571647.764920771 6141763.9619898, 571740.0652527114 6141853.803222242, 571872.4133557634 6141926.799340935, 571963.1468490929 6141992.973392461))"
1568;"A_DU_RM_CL_108      ";"A ";"POLYGON ((571083.7823911854 6143807.64325905, 570953.759691389 6143253.63709927, 570920.174700938 6143128.72800803, 570930.122989797 6143104.69595665, 571120.859640366 6142837.59062394, 571066.492974573 6142749.41711302, 571053.4329459616 6142736.878033426, 571132.350072203 6142673.17466824, 571151.986989845 6142590.72810137, 571143.23646617 6142468.13234108, 571335.3421235941 6142334.406743259, 571428.393741044 6142272.94599077, 571596.41069689 6142143.41549864, 571677.984441486 6142233.792363479, 571837.6208132085 6142085.7535059415, 572066.8422700408 6142662.900388323, 572369.8154035854 6142937.250697467, 572133.0543390524 6143097.491583552, 571083.7823911854 6143807.64325905))"
1626;"A_DU_RM_CL_111      ";"A ";"POLYGON ((567310.4864748283 6144622.323315325, 567499.6868956576 6144558.381663258, 567627.3280075561 6144455.791610704, 567645.2891815912 6144475.252358866, 567752.024708015 6144389.792658091, 567999.5151749616 6144180.229957914, 567998.3222673738 6144152.793083394, 568199.9236497184 6143986.978928684, 568197.3595661267 6143683.762325154, 568197.9804240853 6143356.998421249, 568226.8123065003 6143377.967063005, 568248.3592394699 6143469.406231353, 568400.6167674657 6143463.767063649, 568460.0884460399 6143558.821598154, 568564.9316548217 6143755.40261462, 568776.325421447 6143599.65140686, 569322.0254225102 6144326.034671951, 569146.872352896 6144450.90992161, 569025.756530844 6144434.89718837, 569000.8625910118 6144450.650650766, 568990.19387037 6144545.00846505, 568873.4834397815 6144630.175214925, 569018.2947548074 6144825.075438011, 568330.2359055062 6145326.352169593, 568285.7083065558 6145168.188453211, 568217.2082125379 6145214.995924765, 568107.599741765 6145394.435598695, 567903.4093564478 6145271.455848339, 567591.5407799212 6144912.675216844, 567518.773417063 6144853.029837453, 567310.4864748283 6144622.323315325))"
1809;"E_DU_RM_CL_115      ";"E ";"POLYGON ((585904.013830868 6140133.3404624, 585898.486359043 6140132.29377239, 586039.722543594 6139778.34048592, 586251.164478106 6139264.46088766, 586279.944219839 6139274.07567852, 586527.6922980237 6138675.221044058, 586613.291497834 6138722.55720138, 586689.205802457 6138778.06597377, 586716.979288385 6138794.99132147, 586890.625880547 6138933.0667776, 587077.28066472 6139017.89855368, 587249.7465710853 6139096.527287947, 587517.6510150239 6139236.385692543, 587625.315346983 6139304.13524061, 587634.394414069 6139330.41133307, 587578.323704463 6139351.81872613, 587582.716144005 6139464.91903558, 587569.770063644 6139495.8002665, 587438.296844681 6139825.50809971, 587266.771791876 6140237.99936739, 587252.845643675 6140282.07483943, 587182.14089152 6140273.95973961, 586963.8763771147 6140249.504483607, 586667.33916311 6140216.22861539, 586398.891086669 6140185.80884691, 586086.286903211 6140153.59953715, 585904.013830868 6140133.3404624))"
1811;"E_DU_RM_CL_105      ";"E ";"POLYGON ((580007.089839116 6139022.137177605, 580371.9056599651 6138345.074482316, 580427.6414103727 6138371.04227512, 580627.3862931548 6137993.422723392, 580686.5643870023 6138007.592126145, 580758.5797312938 6138007.8439108785, 580862.4316799854 6137983.420792038, 580934.5843133947 6137984.818921205, 580999.3664877379 6138009.79518119, 581034.1315015707 6138025.929000295, 581116.8329604927 6138063.650241782, 581260.8419456058 6138111.778911088, 581359.1942705916 6138128.448796678, 581405.6209666007 6138134.286227052, 581498.3878152748 6138140.117716592, 581531.191302981 6138282.93426706, 581487.2726160178 6138438.959457189, 581415.4117547515 6138717.389845078, 581390.3213523431 6138820.431012249, 581352.4001502418 6138978.094576172, 581320.046777693 6139127.2750704205, 581099.0038584633 6139084.206536015, 580667.424179839 6139097.21152343, 580050.7164338533 6139142.013086033, 580007.089839116 6139022.137177605))"
1815;"E_DU_RM_CL_111      ";"E ";"POLYGON ((583599.9670578666 6140918.757146881, 583903.6102785716 6140305.078216617, 583817.3116790028 6140169.237828407, 583726.2187127913 6140231.564594762, 583560.0140025107 6140009.425606985, 583630.3313799371 6139918.332640773, 583694.578274271 6139814.26408484, 583742.608228384 6139699.16465358, 583753.7135914458 6139625.329166158, 583767.529341585 6139537.19421092, 583861.930908309 6139571.89663605, 584238.550058282 6139732.04772374, 584506.342066379 6139842.2108724, 584997.514357623 6140043.56210185, 585072.425999632 6140052.12697979, 585177.124856238 6140061.97169466, 585308.054913931 6140074.13600177, 585596.678747051 6140101.26757728, 586082.542002477 6140152.38748314, 586071.736103199 6140269.86873381, 586068.606401351 6140301.32805332, 586103.829044865 6140303.02139175, 586067.690764309 6140664.49086708, 586051.898022395 6140780.68785319, 586123.824628726 6140901.94404487, 586172.518756554 6141022.14399218, 586003.780296856 6141086.56888397, 585946.181772894 6141119.20037872, 585875.6085825881 6141294.076548695, 585792.9318401531 6141260.998625157, 585580.569783326 6141175.01186769, 585348.3225755029 6141087.181701924, 585041.3679056541 6140971.099016633, 584884.996566679 6140963.22652349, 584523.3899129906 6140977.312678162, 584403.5902479953 6140982.376200451, 584313.097494671 6140986.543629879, 584219.6280060399 6140990.512610288, 584167.2374646415 6140993.092447555, 584032.9191081784 6140999.19464044, 583599.9670578666 6140918.757146881))"
1526;"A_DU_RM_CL_101      ";"A ";"POLYGON ((568161.909682003 6138483.95237146, 567827.876081383 6140560.87509871, 567070.5563973589 6140448.828695248, 567149.7288786503 6139882.120408111, 567275.9881514463 6139052.059446366, 567297.2397122139 6138881.213565685, 567468.176201873 6138993.74418622, 568079.889182074 6138898.33258426, 568111.507061865 6138685.37686449, 568037.856000703 6138671.24181234, 567972.016415726 6138636.6481321, 567970.156540444 6138620.28122962, 568029.300574407 6138544.77029317, 568040.831801155 6138506.08488731, 568035.810137894 6138475.21095763, 568041.575751267 6138462.74979324, 567953.603650436 6138426.85420031, 567965.320864711 6138395.7942831, 568153.890422876 6138480.38664183, 568154.785487857 6138478.87549316, 568169.350636157 6138382.22009961, 568178.092049984 6138384.45194995, 568161.909682003 6138483.95237146))"
1567;"A_DU_RM_CL_107      ";"A ";"POLYGON ((570168.834889586 6143763.14500885, 570147.2970746636 6143760.960133059, 570046.239507372 6143625.80172292, 570052.6799425696 6143611.14967391, 569956.995326455 6143463.17097684, 569802.9958439881 6143347.010180148, 569640.0441164928 6143035.562120339, 569779.8718752065 6142938.603835425, 570497.042249279 6142436.54364486, 570655.680905427 6142351.47775678, 571066.492974573 6142749.41711302, 571120.99547296 6142837.14006632, 570930.34869105 6143104.78828076, 570920.132417794 6143130.79346195, 570954.069253048 6143253.24876757, 570168.834889586 6143763.14500885))"
1666;"A_DU_RM_CL_109      ";"A ";"POLYGON ((571084.3810104834 6143806.146958819, 570741.0473895405 6144032.086437894, 570481.8713534396 6144212.734752253, 570032.3258518105 6144539.7512133345, 569738.1670947687 6144750.592296474, 569623.3862079076 6144838.812316954, 569343.0742073498 6145053.196452745, 569264.2326778498 6145132.120245542, 568842.6864567772 6145419.831269044, 568592.557617249 6145596.555102403, 568330.2359055062 6145326.352169593, 569018.2947548074 6144825.075438011, 568873.4834397815 6144630.175214925, 568990.19387037 6144545.00846505, 569000.8625910118 6144450.650650766, 569025.756530844 6144434.89718837, 569146.872352896 6144450.90992161, 569322.0254225102 6144326.034671951, 570147.2970746636 6143760.960133059, 570167.644022156 6143763.90018995, 570954.069253048 6143253.24876757, 571084.3810104834 6143806.146958819))"
1747;"A_DU_RM_CL_117      ";"A ";"POLYGON ((566941.832881454 6141335.03664361, 566895.1824673482 6141327.388341023, 566822.6545937384 6141317.305357108, 565746.763513227 6141170.67571659, 565756.435104981 6141090.0681729, 566204.099751239 6141158.59343519, 566269.6192977251 6140736.66843079, 566753.2141318327 6140813.317959469, 566777.1237957573 6140671.852447914, 566761.3802198526 6140670.86071261, 566772.1032352826 6140612.650057418, 566961.2878646554 6140637.925736646, 567063.636183152 6140098.27020076, 566474.631830947 6139939.72904907, 565950.302060695 6139744.55938707, 565839.631040559 6139708.21017425, 565828.957556311 6139361.26067918, 565929.557808105 6139348.32481496, 566058.996396129 6139365.20053496, 566182.25849052 6139517.4684509, 566211.247300157 6139574.18744478, 566477.022552257 6139511.30534068, 566626.268971033 6139556.10433384, 566659.136853314 6139543.78993185, 566683.1290039899 6139547.635079321, 566686.4530110358 6139553.640096003, 566701.9100314868 6139550.645056266, 567071.6984030989 6139609.909890063, 567090.874345753 6139469.7846678, 567194.638603459 6139486.42853807, 567134.3110796621 6139878.786829951, 567149.7288786503 6139882.120408111, 567070.5563973589 6140448.828695248, 566941.832881454 6141335.03664361))"
1786;"E_DU_RM_CL_136      ";"E ";"POLYGON ((580472.6100271789 6139663.09830729, 580419.471418789 6139469.25540981, 580624.54268572 6139433.25471807, 580922.9295560395 6139416.720956057, 581209.221407871 6139519.8147563, 581189.706594682 6139634.26502118, 581196.6073162876 6139836.970050335, 581232.205886527 6140117.93749331, 581150.9394440701 6140328.127147378, 580798.619282873 6140879.32498741, 580704.401938785 6140838.68767538, 580349.6189601808 6140780.584672731, 580191.6886612141 6140729.560798628, 580209.330812757 6140672.95143288, 580222.965980613 6140247.94814853, 580575.2144767927 6140167.8868649565, 580472.6100271789 6139663.09830729))"
1787;"E_DU_RM_CL_106      ";"E ";"POLYGON ((579956.4209751092 6139668.16519369, 579852.5498038953 6139151.342780821, 580050.7164338533 6139142.013086033, 580667.864258607 6139097.07931247, 581099.0038584633 6139084.206536015, 581320.046777693 6139127.2750704205, 581652.298832269 6139227.88216229, 581768.025230546 6139245.369822, 581754.0676407217 6139416.330616885, 581720.1451057666 6139497.7447007755, 581655.730673706 6139590.16780742, 581543.613728382 6139651.51278912, 581478.100904785 6139655.72389423, 581418.8510625063 6139646.630926489, 581285.8452944884 6139567.460826479, 581210.122411946 6139519.8147563, 580922.9295560395 6139416.720956057, 580624.54268572 6139433.25471807, 580419.471418789 6139469.25540981, 580154.474646169 6139543.64555198, 579956.4209751092 6139668.16519369))"
2066;"G_DU_RM_CL_116      ";"G ";"POLYGON ((572210.5112449507 6147346.84864299, 572044.9007617884 6147051.367494915, 572031.552159639 6147038.706946396, 571980.9776660686 6146955.482851336, 572437.4456203287 6146633.2620703485, 572775.5961484996 6146393.775648522, 573125.409386628 6146136.669602486, 573126.1074113508 6146154.120220558, 573250.9391687986 6146065.6597582605, 573391.0259530356 6146107.141767185, 573540.2931818705 6146237.708090358, 573718.1217938993 6146436.617723314, 573462.0893945537 6146624.306812873, 573528.7326220063 6146717.47132472, 573407.3467434321 6146813.695984766, 573544.3733794696 6146990.504547393, 573084.3311001674 6147315.900305923, 573156.4145910854 6147417.905245901, 573025.8482679131 6147508.6896424815, 572950.7046287957 6147405.324636637, 572826.2586020222 6147493.728917952, 572520.9238150205 6147707.939291906, 572338.3349724594 6147837.825582143, 572268.9716132741 6147540.991206808, 572210.5112449507 6147346.84864299))"
2146;"C_DU_RM_CL_101      ";"C ";"POLYGON ((573673.1448798976 6139518.729560017, 573409.620952463 6139501.44857427, 573468.0485311238 6139379.926980544, 573520.2085246423 6138688.356035968, 574173.2035095302 6138743.458425576, 574213.8534357559 6138845.433465557, 574400.3046619139 6138766.7096145125, 574360.9427363917 6138681.770722596, 574601.9887711881 6138722.557519168, 574703.550829196 6138762.40552944, 574799.770509286 6138778.52015346, 574782.4959032852 6138919.241749795, 574491.8873595351 6139056.909749796, 574636.4762150474 6139361.281857928, 574557.752364003 6139400.64378345, 574328.2038261001 6139588.46428128, 574318.1182593899 6139631.098722373, 574249.3530318197 6139781.006918476, 574244.885394485 6139813.222694673, 574242.364109535 6139830.646931047, 573675.2165601882 6139522.872920598, 573673.1448798976 6139518.729560017))"
